"Step","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"40000","109.32677289821012","109.32677289821012","109.32677289821012","52.594026954752735","52.594026954752735","52.594026954752735","24.121795622032344","24.121795622032344","24.121795622032344","45.92503616062507","45.92503616062507","45.92503616062507","3.0773710501518208","3.0773710501518208","3.0773710501518208","58.95859943801122","58.95859943801122","58.95859943801122","91.89372582037518","91.89372582037518","91.89372582037518","75.78895281896769","75.78895281896769","75.78895281896769","23.588875784047126","23.588875784047126","23.588875784047126","57.69488244909782","57.69488244909782","57.69488244909782"
"44000","185.51760025269127","185.51760025269127","185.51760025269127","87.90888987901835","87.90888987901835","87.90888987901835","39.4612203080931","39.4612203080931","39.4612203080931","46.28497965318121","46.28497965318121","46.28497965318121","9.545372276355923","9.545372276355923","9.545372276355923","55.01554971493164","55.01554971493164","55.01554971493164","87.19805109279184","87.19805109279184","87.19805109279184","74.0931086979235","74.0931086979235","74.0931086979235","19.334051992376423","19.334051992376423","19.334051992376423","67.37483705639652","67.37483705639652","67.37483705639652"
"48000","183.28997294335267","183.28997294335267","183.28997294335267","83.28638052183715","83.28638052183715","83.28638052183715","79.69792444441711","79.69792444441711","79.69792444441711","108.23593668954254","108.23593668954254","108.23593668954254","19.61839117168352","19.61839117168352","19.61839117168352","48.49385536326643","48.49385536326643","48.49385536326643","76.91042764549289","76.91042764549289","76.91042764549289","108.49489928740634","108.49489928740634","108.49489928740634","17.172748188039964","17.172748188039964","17.172748188039964","51.83304078823145","51.83304078823145","51.83304078823145"
"52000","145.2561064915977","145.2561064915977","145.2561064915977","94.07122736572045","94.07122736572045","94.07122736572045","80.34188417446946","80.34188417446946","80.34188417446946","60.283981914214834","60.283981914214834","60.283981914214834","98.98734121668049","98.98734121668049","98.98734121668049","71.50084694961932","71.50084694961932","71.50084694961932","49.53946249216001","49.53946249216001","49.53946249216001","96.49397224938237","96.49397224938237","96.49397224938237","30.87379282699293","30.87379282699293","30.87379282699293","56.55628457947737","56.55628457947737","56.55628457947737"
"56000","163.82254631099082","163.82254631099082","163.82254631099082","93.23644117852594","93.23644117852594","93.23644117852594","125.84088814062177","125.84088814062177","125.84088814062177","70.00399089597185","70.00399089597185","70.00399089597185","108.42482456940051","108.42482456940051","108.42482456940051","70.90111247682906","70.90111247682906","70.90111247682906","91.54894006196896","91.54894006196896","91.54894006196896","91.93037177410083","91.93037177410083","91.93037177410083","8.51514560608485","8.51514560608485","8.51514560608485","120.66357157954045","120.66357157954045","120.66357157954045"
"60000","176.62180007740537","176.62180007740537","176.62180007740537","81.46195841800863","81.46195841800863","81.46195841800863","88.13521267611131","88.13521267611131","88.13521267611131","66.05963814481996","66.05963814481996","66.05963814481996","180.39551320958537","180.39551320958537","180.39551320958537","90.32047260539508","90.32047260539508","90.32047260539508","92.98743746845705","92.98743746845705","92.98743746845705","103.78537244479836","103.78537244479836","103.78537244479836","50.86162275696124","50.86162275696124","50.86162275696124","99.5502274085404","99.5502274085404","99.5502274085404"
"64000","160.51790076210372","160.51790076210372","160.51790076210372","112.62000109641261","112.62000109641261","112.62000109641261","75.15776818195998","75.15776818195998","75.15776818195998","73.76193436756553","73.76193436756553","73.76193436756553","76.73901664818058","76.73901664818058","76.73901664818058","78.38141978582453","78.38141978582453","78.38141978582453","94.18594333978153","94.18594333978153","94.18594333978153","109.5915799244317","109.5915799244317","109.5915799244317","49.860931707831966","49.860931707831966","49.860931707831966","117.34253618238552","117.34253618238552","117.34253618238552"
"68000","162.4931271676253","162.4931271676253","162.4931271676253","158.14178547467947","158.14178547467947","158.14178547467947","80.94907866961182","80.94907866961182","80.94907866961182","87.71377200477829","87.71377200477829","87.71377200477829","174.23148463238283","174.23148463238283","174.23148463238283","105.02473745230604","105.02473745230604","105.02473745230604","88.09731616259471","88.09731616259471","88.09731616259471","94.33669861614808","94.33669861614808","94.33669861614808","46.89368260322958","46.89368260322958","46.89368260322958","109.6511921339818","109.6511921339818","109.6511921339818"
"72000","132.43399806162205","132.43399806162205","132.43399806162205","108.82845151012975","108.82845151012975","108.82845151012975","87.67966398464746","87.67966398464746","87.67966398464746","58.98805926211215","58.98805926211215","58.98805926211215","154.11540693122663","154.11540693122663","154.11540693122663","104.88494090965294","104.88494090965294","104.88494090965294","87.22851371341925","87.22851371341925","87.22851371341925","115.3850190285095","115.3850190285095","115.3850190285095","48.63726226782982","48.63726226782982","48.63726226782982","124.7954961821029","124.7954961821029","124.7954961821029"
"76000","118.86168755070248","118.86168755070248","118.86168755070248","135.84979235411342","135.84979235411342","135.84979235411342","119.76388630144861","119.76388630144861","119.76388630144861","63.94718167716445","63.94718167716445","63.94718167716445","102.90726244614396","102.90726244614396","102.90726244614396","125.24614022077151","125.24614022077151","125.24614022077151","74.70849956837779","74.70849956837779","74.70849956837779","130.431185775244","130.431185775244","130.431185775244","46.94490304513222","46.94490304513222","46.94490304513222","134.98220668614147","134.98220668614147","134.98220668614147"
"80000","102.92349711870752","102.92349711870752","102.92349711870752","158.98337138018684","158.98337138018684","158.98337138018684","138.00429358918507","138.00429358918507","138.00429358918507","55.073268208016295","55.073268208016295","55.073268208016295","131.15947941703348","131.15947941703348","131.15947941703348","94.5068159693664","94.5068159693664","94.5068159693664","73.42527819216564","73.42527819216564","73.42527819216564","140.78324159115334","140.78324159115334","140.78324159115334","48.13040297373553","48.13040297373553","48.13040297373553","115.15821832514393","115.15821832514393","115.15821832514393"
"84000","137.91166076122624","137.91166076122624","137.91166076122624","119.45855952165005","119.45855952165005","119.45855952165005","148.7371458490383","148.7371458490383","148.7371458490383","106.96714349310746","106.96714349310746","106.96714349310746","116.15382624250557","116.15382624250557","116.15382624250557","109.44204135222117","109.44204135222117","109.44204135222117","88.21262211809514","88.21262211809514","88.21262211809514","161.805796233578","161.805796233578","161.805796233578","47.26556197793281","47.26556197793281","47.26556197793281","93.76906002848455","93.76906002848455","93.76906002848455"
"88000","121.09177002295806","121.09177002295806","121.09177002295806","111.21204138859271","111.21204138859271","111.21204138859271","150.96371640615916","150.96371640615916","150.96371640615916","99.98146033598739","99.98146033598739","99.98146033598739","80.97262155018367","80.97262155018367","80.97262155018367","110.67842122004576","110.67842122004576","110.67842122004576","90.64892322887712","90.64892322887712","90.64892322887712","119.25410729317544","119.25410729317544","119.25410729317544","48.327308883747605","48.327308883747605","48.327308883747605","112.78519164682984","112.78519164682984","112.78519164682984"
"92000","112.4880637880021","112.4880637880021","112.4880637880021","103.9340791237175","103.9340791237175","103.9340791237175","157.02784547561504","157.02784547561504","157.02784547561504","91.67204158530417","91.67204158530417","91.67204158530417","40.52919589446393","40.52919589446393","40.52919589446393","117.33279331896419","117.33279331896419","117.33279331896419","100.67721602993232","100.67721602993232","100.67721602993232","154.87280011226204","154.87280011226204","154.87280011226204","50.6844775305748","50.6844775305748","50.6844775305748","163.97241283047055","163.97241283047055","163.97241283047055"
"96000","141.8851934726998","141.8851934726998","141.8851934726998","132.5108492683749","132.5108492683749","132.5108492683749","162.43488429897087","162.43488429897087","162.43488429897087","115.83613770440157","115.83613770440157","115.83613770440157","51.961139166909085","51.961139166909085","51.961139166909085","118.83137650960805","118.83137650960805","118.83137650960805","112.33258969368835","112.33258969368835","112.33258969368835","108.77872115610236","108.77872115610236","108.77872115610236","50.85735649278792","50.85735649278792","50.85735649278792","179.99031615616607","179.99031615616607","179.99031615616607"
"100000","152.67965099610382","152.67965099610382","152.67965099610382","170.12901575193064","170.12901575193064","170.12901575193064","162.70049217495506","162.70049217495506","162.70049217495506","122.44593403360943","122.44593403360943","122.44593403360943","21.512851493466755","21.512851493466755","21.512851493466755","105.42172789634205","105.42172789634205","105.42172789634205","96.62475503546074","96.62475503546074","96.62475503546074","120.59212776365669","120.59212776365669","120.59212776365669","48.12213721169964","48.12213721169964","48.12213721169964","194.55382352856432","194.55382352856432","194.55382352856432"
"104000","140.865760010153","140.865760010153","140.865760010153","112.5090789414894","112.5090789414894","112.5090789414894","159.5863043471075","159.5863043471075","159.5863043471075","126.0598923613812","126.0598923613812","126.0598923613812","70.494171396976","70.494171396976","70.494171396976","121.5993660960399","121.5993660960399","121.5993660960399","104.29337067122192","104.29337067122192","104.29337067122192","179.491112337209","179.491112337209","179.491112337209","29.736848214908754","29.736848214908754","29.736848214908754","166.79597173297867","166.79597173297867","166.79597173297867"
"108000","171.24286762826486","171.24286762826486","171.24286762826486","92.06974975166472","92.06974975166472","92.06974975166472","132.6378594205547","132.6378594205547","132.6378594205547","121.63247955057184","121.63247955057184","121.63247955057184","124.14162344514259","124.14162344514259","124.14162344514259","111.40204331598973","111.40204331598973","111.40204331598973","100.44798757761905","100.44798757761905","100.44798757761905","168.47468701780636","168.47468701780636","168.47468701780636","9.232545414410504","9.232545414410504","9.232545414410504","191.78382298661424","191.78382298661424","191.78382298661424"
"112000","177.5561649020121","177.5561649020121","177.5561649020121","146.30880439324415","146.30880439324415","146.30880439324415","170.11108134620008","170.11108134620008","170.11108134620008","99.76072495998267","99.76072495998267","99.76072495998267","132.45391332738782","132.45391332738782","132.45391332738782","118.06965919206573","118.06965919206573","118.06965919206573","103.12696875333509","103.12696875333509","103.12696875333509","140.86400526193898","140.86400526193898","140.86400526193898","30.03494430711371","30.03494430711371","30.03494430711371","172.9384271011792","172.9384271011792","172.9384271011792"
"116000","165.6891736374317","165.6891736374317","165.6891736374317","175.33903497920807","175.33903497920807","175.33903497920807","161.59570708871672","161.59570708871672","161.59570708871672","67.46701432489786","67.46701432489786","67.46701432489786","125.36179430476281","125.36179430476281","125.36179430476281","121.02347022105309","121.02347022105309","121.02347022105309","99.88701445985865","99.88701445985865","99.88701445985865","128.79423652236702","128.79423652236702","128.79423652236702","29.59886805490663","29.59886805490663","29.59886805490663","171.3742941613431","171.3742941613431","171.3742941613431"
"120000","155.28873080994154","155.28873080994154","155.28873080994154","117.9087377532065","117.9087377532065","117.9087377532065","132.08260522850546","132.08260522850546","132.08260522850546","56.5289724014944","56.5289724014944","56.5289724014944","123.4697148454225","123.4697148454225","123.4697148454225","120.25421261347431","120.25421261347431","120.25421261347431","117.05260991562542","117.05260991562542","117.05260991562542","178.8979743486429","178.8979743486429","178.8979743486429","52.009258161127015","52.009258161127015","52.009258161127015","138.44896321014724","138.44896321014724","138.44896321014724"
"124000","168.27877740162722","168.27877740162722","168.27877740162722","118.23325677855219","118.23325677855219","118.23325677855219","145.48821399714384","145.48821399714384","145.48821399714384","62.33811205362215","62.33811205362215","62.33811205362215","123.85071359787521","123.85071359787521","123.85071359787521","115.02407141523695","115.02407141523695","115.02407141523695","134.6254775141716","134.6254775141716","134.6254775141716","184.1748242857001","184.1748242857001","184.1748242857001","45.88079220036899","45.88079220036899","45.88079220036899","161.4468849444801","161.4468849444801","161.4468849444801"
"128000","187.1350198989419","187.1350198989419","187.1350198989419","103.64934445008835","103.64934445008835","103.64934445008835","103.46304548511384","103.46304548511384","103.46304548511384","62.536505333019896","62.536505333019896","62.536505333019896","116.03993835545273","116.03993835545273","116.03993835545273","100.07214596935175","100.07214596935175","100.07214596935175","139.89940513390326","139.89940513390326","139.89940513390326","166.7879897548507","166.7879897548507","166.7879897548507","53.820102939788555","53.820102939788555","53.820102939788555","187.6992108687211","187.6992108687211","187.6992108687211"
"132000","197.14976147890428","197.14976147890428","197.14976147890428","105.91923979189264","105.91923979189264","105.91923979189264","130.5371571879479","130.5371571879479","130.5371571879479","105.70519203520385","105.70519203520385","105.70519203520385","132.8271420207512","132.8271420207512","132.8271420207512","116.07729743038803","116.07729743038803","116.07729743038803","110.42081591078038","110.42081591078038","110.42081591078038","150.6956894497684","150.6956894497684","150.6956894497684","34.56375179676477","34.56375179676477","34.56375179676477","162.3224295507312","162.3224295507312","162.3224295507312"
"136000","185.8214759967496","185.8214759967496","185.8214759967496","163.05504023251592","163.05504023251592","163.05504023251592","143.44667033102618","143.44667033102618","143.44667033102618","90.12471932745677","90.12471932745677","90.12471932745677","110.90716883033534","110.90716883033534","110.90716883033534","103.32555128299455","103.32555128299455","103.32555128299455","93.78355685083295","93.78355685083295","93.78355685083295","115.5470994413121","115.5470994413121","115.5470994413121","28.743479603362307","28.743479603362307","28.743479603362307","183.92186752890046","183.92186752890046","183.92186752890046"
"140000","201.6854456134742","201.6854456134742","201.6854456134742","101.5032731148639","101.5032731148639","101.5032731148639","142.4346686954929","142.4346686954929","142.4346686954929","87.86832152018947","87.86832152018947","87.86832152018947","110.17063515310535","110.17063515310535","110.17063515310535","106.56808275240493","106.56808275240493","106.56808275240493","95.15751052613783","95.15751052613783","95.15751052613783","134.9890170882049","134.9890170882049","134.9890170882049","56.49439515624999","56.49439515624999","56.49439515624999","175.90101438863803","175.90101438863803","175.90101438863803"
"144000","199.97188723151848","199.97188723151848","199.97188723151848","133.92503691896567","133.92503691896567","133.92503691896567","141.61196226564513","141.61196226564513","141.61196226564513","127.97933517584593","127.97933517584593","127.97933517584593","115.51792388115129","115.51792388115129","115.51792388115129","104.00375405352115","104.00375405352115","104.00375405352115","128.55241519863904","128.55241519863904","128.55241519863904","124.9260305341636","124.9260305341636","124.9260305341636","43.31159333195163","43.31159333195163","43.31159333195163","170.97561819499293","170.97561819499293","170.97561819499293"
"148000","225.51739571696172","225.51739571696172","225.51739571696172","126.22898009451633","126.22898009451633","126.22898009451633","154.36207911341756","154.36207911341756","154.36207911341756","172.0919355476707","172.0919355476707","172.0919355476707","115.429259373781","115.429259373781","115.429259373781","98.67756490694546","98.67756490694546","98.67756490694546","95.27688306227984","95.27688306227984","95.27688306227984","157.85825238585187","157.85825238585187","157.85825238585187","54.35356493960121","54.35356493960121","54.35356493960121","184.7693561686323","184.7693561686323","184.7693561686323"
"152000","175.92396110876953","175.92396110876953","175.92396110876953","125.07929424579561","125.07929424579561","125.07929424579561","146.65562194091174","146.65562194091174","146.65562194091174","93.0518392401989","93.0518392401989","93.0518392401989","71.72997850041975","71.72997850041975","71.72997850041975","79.524817576385","79.524817576385","79.524817576385","77.30535223666972","77.30535223666972","77.30535223666972","140.37275067305072","140.37275067305072","140.37275067305072","59.71144009643397","59.71144009643397","59.71144009643397","179.8428048066191","179.8428048066191","179.8428048066191"
"156000","189.8140882050173","189.8140882050173","189.8140882050173","96.76313464187326","96.76313464187326","96.76313464187326","179.03153578026172","179.03153578026172","179.03153578026172","117.4082333773376","117.4082333773376","117.4082333773376","111.78436589009239","111.78436589009239","111.78436589009239","117.11637504237845","117.11637504237845","117.11637504237845","122.97453045523142","122.97453045523142","122.97453045523142","107.12181122314689","107.12181122314689","107.12181122314689","64.47474019988229","64.47474019988229","64.47474019988229","179.22889272014248","179.22889272014248","179.22889272014248"
"160000","180.44411524556364","180.44411524556364","180.44411524556364","81.14948059072695","81.14948059072695","81.14948059072695","136.67454059507503","136.67454059507503","136.67454059507503","72.8422425418467","72.8422425418467","72.8422425418467","78.83219377857866","78.83219377857866","78.83219377857866","97.3285386820146","97.3285386820146","97.3285386820146","108.22766192973208","108.22766192973208","108.22766192973208","79.78701951272839","79.78701951272839","79.78701951272839","54.13702473893968","54.13702473893968","54.13702473893968","176.8233728955797","176.8233728955797","176.8233728955797"
"164000","163.8719159276902","163.8719159276902","163.8719159276902","132.16348513492466","132.16348513492466","132.16348513492466","138.64003848326115","138.64003848326115","138.64003848326115","99.94296608559901","99.94296608559901","99.94296608559901","113.42154428760936","113.42154428760936","113.42154428760936","99.9698112415197","99.9698112415197","99.9698112415197","102.62931660426179","102.62931660426179","102.62931660426179","83.55964024090774","83.55964024090774","83.55964024090774","63.297779154334606","63.297779154334606","63.297779154334606","150.6704548221499","150.6704548221499","150.6704548221499"
"168000","171.6576211981927","171.6576211981927","171.6576211981927","179.8168756952834","179.8168756952834","179.8168756952834","175.59015047232023","175.59015047232023","175.59015047232023","94.04418317603968","94.04418317603968","94.04418317603968","122.50990882758519","122.50990882758519","122.50990882758519","102.25458754544871","102.25458754544871","102.25458754544871","120.57439307329352","120.57439307329352","120.57439307329352","137.8448872398591","137.8448872398591","137.8448872398591","66.42826019663578","66.42826019663578","66.42826019663578","206.09932897782966","206.09932897782966","206.09932897782966"
"172000","192.05751834083725","192.05751834083725","192.05751834083725","139.04658251282618","139.04658251282618","139.04658251282618","144.02742453585125","144.02742453585125","144.02742453585125","80.6148630254439","80.6148630254439","80.6148630254439","120.26937392102646","120.26937392102646","120.26937392102646","119.77923900163664","119.77923900163664","119.77923900163664","102.01481113692898","102.01481113692898","102.01481113692898","173.14025985134475","173.14025985134475","173.14025985134475","89.58571942980025","89.58571942980025","89.58571942980025","210.49934146549154","210.49934146549154","210.49934146549154"
"176000","202.04929265083456","202.04929265083456","202.04929265083456","174.02673320611208","174.02673320611208","174.02673320611208","141.99862590042838","141.99862590042838","141.99862590042838","86.1616270389756","86.1616270389756","86.1616270389756","111.05588007921169","111.05588007921169","111.05588007921169","122.58920741786196","122.58920741786196","122.58920741786196","151.35094880158698","151.35094880158698","151.35094880158698","164.628840527583","164.628840527583","164.628840527583","105.28909475750909","105.28909475750909","105.28909475750909","174.6811483790422","174.6811483790422","174.6811483790422"
