"Step","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"40000","89.30181984604988","89.30181984604988","89.30181984604988","13.99867352167866","13.99867352167866","13.99867352167866","137.6344183652906","137.6344183652906","137.6344183652906","141.48132564355234","141.48132564355234","141.48132564355234","83.14056366757852","83.14056366757852","83.14056366757852","83.2476341891615","83.2476341891615","83.2476341891615","67.57456070828638","67.57456070828638","67.57456070828638","65.8618786225642","65.8618786225642","65.8618786225642","63.54815537311217","63.54815537311217","63.54815537311217","64.1556884100238","64.1556884100238","64.1556884100238"
"44000","143.36598069269627","143.36598069269627","143.36598069269627","39.0893373096846","39.0893373096846","39.0893373096846","130.63355529408307","130.63355529408307","130.63355529408307","160.74784768232908","160.74784768232908","160.74784768232908","63.44658117262569","63.44658117262569","63.44658117262569","88.9987565922009","88.9987565922009","88.9987565922009","60.94287240140435","60.94287240140435","60.94287240140435","67.53927934082546","67.53927934082546","67.53927934082546","101.92079271308546","101.92079271308546","101.92079271308546","43.107307334413115","43.107307334413115","43.107307334413115"
"48000","97.46984282039958","97.46984282039958","97.46984282039958","50.31392782276193","50.31392782276193","50.31392782276193","137.3399829201251","137.3399829201251","137.3399829201251","154.09366273549094","154.09366273549094","154.09366273549094","56.83618442413117","56.83618442413117","56.83618442413117","113.5853936035242","113.5853936035242","113.5853936035242","99.78716606982059","99.78716606982059","99.78716606982059","45.93241839581047","45.93241839581047","45.93241839581047","114.59130603432095","114.59130603432095","114.59130603432095","62.96040279261872","62.96040279261872","62.96040279261872"
"52000","100.93984440749918","100.93984440749918","100.93984440749918","55.51686554784273","55.51686554784273","55.51686554784273","101.39696770897771","101.39696770897771","101.39696770897771","174.79973649619876","174.79973649619876","174.79973649619876","72.11845765935168","72.11845765935168","72.11845765935168","83.90348839006451","83.90348839006451","83.90348839006451","31.442042969092917","31.442042969092917","31.442042969092917","59.48303177458132","59.48303177458132","59.48303177458132","110.67820141643861","110.67820141643861","110.67820141643861","50.8420195575376","50.8420195575376","50.8420195575376"
"56000","88.75219042704927","88.75219042704927","88.75219042704927","70.27904204373263","70.27904204373263","70.27904204373263","110.64029108842215","110.64029108842215","110.64029108842215","180.69325524702873","180.69325524702873","180.69325524702873","68.32601714295507","68.32601714295507","68.32601714295507","119.26053783970455","119.26053783970455","119.26053783970455","73.59187253456288","73.59187253456288","73.59187253456288","48.834842481075455","48.834842481075455","48.834842481075455","95.94284723168512","95.94284723168512","95.94284723168512","44.11851766690607","44.11851766690607","44.11851766690607"
"60000","98.05920651974219","98.05920651974219","98.05920651974219","86.21071583176045","86.21071583176045","86.21071583176045","76.30831194926012","76.30831194926012","76.30831194926012","187.65418554471947","187.65418554471947","187.65418554471947","107.10957292372109","107.10957292372109","107.10957292372109","129.552545790164","129.552545790164","129.552545790164","53.913117795566144","53.913117795566144","53.913117795566144","56.24646606926804","56.24646606926804","56.24646606926804","108.23402188472441","108.23402188472441","108.23402188472441","87.87110155841803","87.87110155841803","87.87110155841803"
"64000","114.9578072557409","114.9578072557409","114.9578072557409","111.97222228985439","111.97222228985439","111.97222228985439","96.60445454952139","96.60445454952139","96.60445454952139","196.69822393361954","196.69822393361954","196.69822393361954","76.51342750745928","76.51342750745928","76.51342750745928","121.59911095734567","121.59911095734567","121.59911095734567","80.61163642383852","80.61163642383852","80.61163642383852","102.12156506692983","102.12156506692983","102.12156506692983","117.09556529715238","117.09556529715238","117.09556529715238","81.4730900283643","81.4730900283643","81.4730900283643"
"68000","115.22851983093975","115.22851983093975","115.22851983093975","118.43913882313866","118.43913882313866","118.43913882313866","87.31733677929667","87.31733677929667","87.31733677929667","153.0002684090157","153.0002684090157","153.0002684090157","57.32889413550606","57.32889413550606","57.32889413550606","177.39962536274487","177.39962536274487","177.39962536274487","91.17274221152381","91.17274221152381","91.17274221152381","62.10671178988563","62.10671178988563","62.10671178988563","103.13429080467385","103.13429080467385","103.13429080467385","76.97528473205587","76.97528473205587","76.97528473205587"
"72000","148.41409218227713","148.41409218227713","148.41409218227713","108.22869417300493","108.22869417300493","108.22869417300493","109.00753985156057","109.00753985156057","109.00753985156057","207.93482622803964","207.93482622803964","207.93482622803964","79.21355673742877","79.21355673742877","79.21355673742877","187.01794357856664","187.01794357856664","187.01794357856664","65.26952133914635","65.26952133914635","65.26952133914635","76.71969059282787","76.71969059282787","76.71969059282787","116.15656906857419","116.15656906857419","116.15656906857419","134.7666392594179","134.7666392594179","134.7666392594179"
"76000","137.05090423954394","137.05090423954394","137.05090423954394","114.88399191107328","114.88399191107328","114.88399191107328","140.37794041440708","140.37794041440708","140.37794041440708","149.6780106116437","149.6780106116437","149.6780106116437","74.47738989680053","74.47738989680053","74.47738989680053","200.5666677859181","200.5666677859181","200.5666677859181","72.97364951323456","72.97364951323456","72.97364951323456","34.113594679408685","34.113594679408685","34.113594679408685","97.18477993594044","97.18477993594044","97.18477993594044","149.80056598031044","149.80056598031044","149.80056598031044"
"80000","190.0554721770175","190.0554721770175","190.0554721770175","101.22504769400453","101.22504769400453","101.22504769400453","158.76391583741173","158.76391583741173","158.76391583741173","121.75463319423791","121.75463319423791","121.75463319423791","162.2575742306722","162.2575742306722","162.2575742306722","199.7417116665754","199.7417116665754","199.7417116665754","80.13219452648119","80.13219452648119","80.13219452648119","35.749482828948764","35.749482828948764","35.749482828948764","101.08053931372649","101.08053931372649","101.08053931372649","176.48460376942518","176.48460376942518","176.48460376942518"
"84000","130.03334063923032","130.03334063923032","130.03334063923032","115.35408737734558","115.35408737734558","115.35408737734558","122.17395281706396","122.17395281706396","122.17395281706396","182.12937459219395","182.12937459219395","182.12937459219395","146.27997510414122","146.27997510414122","146.27997510414122","185.20572208712525","185.20572208712525","185.20572208712525","106.49721830665462","106.49721830665462","106.49721830665462","22.300581919333233","22.300581919333233","22.300581919333233","131.3668061033124","131.3668061033124","131.3668061033124","152.82316139000855","152.82316139000855","152.82316139000855"
"88000","185.60147110230096","185.60147110230096","185.60147110230096","113.00813784482348","113.00813784482348","113.00813784482348","166.36006788247187","166.36006788247187","166.36006788247187","178.6354627089342","178.6354627089342","178.6354627089342","149.7835893023834","149.7835893023834","149.7835893023834","199.23175851313505","199.23175851313505","199.23175851313505","83.07009599455449","83.07009599455449","83.07009599455449","55.895369516638354","55.895369516638354","55.895369516638354","137.60374415224246","137.60374415224246","137.60374415224246","153.83383187066894","153.83383187066894","153.83383187066894"
"92000","183.8471894688767","183.8471894688767","183.8471894688767","103.16825163382059","103.16825163382059","103.16825163382059","173.81962117747807","173.81962117747807","173.81962117747807","141.99921489811186","141.99921489811186","141.99921489811186","142.6464494872688","142.6464494872688","142.6464494872688","172.8272420336067","172.8272420336067","172.8272420336067","72.720436612022","72.720436612022","72.720436612022","101.84065054610129","101.84065054610129","101.84065054610129","104.33304680527912","104.33304680527912","104.33304680527912","167.45318685349494","167.45318685349494","167.45318685349494"
"96000","157.77670200767156","157.77670200767156","157.77670200767156","98.66216366132717","98.66216366132717","98.66216366132717","184.26631533466727","184.26631533466727","184.26631533466727","155.57894125267268","155.57894125267268","155.57894125267268","144.3384723030403","144.3384723030403","144.3384723030403","205.7021648514163","205.7021648514163","205.7021648514163","57.64932813656098","57.64932813656098","57.64932813656098","110.99336508964386","110.99336508964386","110.99336508964386","103.21609539649621","103.21609539649621","103.21609539649621","180.4621725661341","180.4621725661341","180.4621725661341"
"100000","176.07870991248333","176.07870991248333","176.07870991248333","89.55957644427534","89.55957644427534","89.55957644427534","168.8422444737013","168.8422444737013","168.8422444737013","173.94314963519355","173.94314963519355","173.94314963519355","139.69240934842531","139.69240934842531","139.69240934842531","170.78351720861284","170.78351720861284","170.78351720861284","56.0210187481983","56.0210187481983","56.0210187481983","103.030252126448","103.030252126448","103.030252126448","128.7438150276536","128.7438150276536","128.7438150276536","191.06192035708597","191.06192035708597","191.06192035708597"
"104000","193.68035461856482","193.68035461856482","193.68035461856482","78.15721080570725","78.15721080570725","78.15721080570725","162.0259413553317","162.0259413553317","162.0259413553317","129.80507261794003","129.80507261794003","129.80507261794003","142.24694341068758","142.24694341068758","142.24694341068758","198.30028246065518","198.30028246065518","198.30028246065518","46.820556599145995","46.820556599145995","46.820556599145995","92.0486803275","92.0486803275","92.0486803275","115.76291044098897","115.76291044098897","115.76291044098897","182.17480207505028","182.17480207505028","182.17480207505028"
"108000","200.95730095448508","200.95730095448508","200.95730095448508","106.50358280809635","106.50358280809635","106.50358280809635","162.47558878162832","162.47558878162832","162.47558878162832","118.64586157316626","118.64586157316626","118.64586157316626","173.3031114676641","173.3031114676641","173.3031114676641","185.8311311919212","185.8311311919212","185.8311311919212","47.93601658642572","47.93601658642572","47.93601658642572","108.76468714828331","108.76468714828331","108.76468714828331","82.0547603932658","82.0547603932658","82.0547603932658","166.12192803348677","166.12192803348677","166.12192803348677"
"112000","186.7515346354679","186.7515346354679","186.7515346354679","114.74645362644506","114.74645362644506","114.74645362644506","154.99080996087426","154.99080996087426","154.99080996087426","126.60813140779007","126.60813140779007","126.60813140779007","168.70243080695326","168.70243080695326","168.70243080695326","196.69015265675156","196.69015265675156","196.69015265675156","72.0956640328867","72.0956640328867","72.0956640328867","97.87166640948551","97.87166640948551","97.87166640948551","84.97747500737883","84.97747500737883","84.97747500737883","182.69951154964238","182.69951154964238","182.69951154964238"
"116000","208.13399263645925","208.13399263645925","208.13399263645925","100.89015641010991","100.89015641010991","100.89015641010991","150.78240729873934","150.78240729873934","150.78240729873934","154.39195058636","154.39195058636","154.39195058636","158.02333585851187","158.02333585851187","158.02333585851187","194.56696835967486","194.56696835967486","194.56696835967486","75.67167728354819","75.67167728354819","75.67167728354819","90.18379378744672","90.18379378744672","90.18379378744672","86.56699069032442","86.56699069032442","86.56699069032442","181.30810091148578","181.30810091148578","181.30810091148578"
"120000","207.3149813070945","207.3149813070945","207.3149813070945","113.95947065748473","113.95947065748473","113.95947065748473","118.97598674802302","118.97598674802302","118.97598674802302","150.971013455912","150.971013455912","150.971013455912","155.89206168323054","155.89206168323054","155.89206168323054","198.92068106088638","198.92068106088638","198.92068106088638","87.73612859607567","87.73612859607567","87.73612859607567","58.98918275636345","58.98918275636345","58.98918275636345","85.2457707476135","85.2457707476135","85.2457707476135","155.90328444880066","155.90328444880066","155.90328444880066"
"124000","209.32090475101722","209.32090475101722","209.32090475101722","81.85386164150063","81.85386164150063","81.85386164150063","171.76974312376512","171.76974312376512","171.76974312376512","142.33195190518595","142.33195190518595","142.33195190518595","194.14440364331745","194.14440364331745","194.14440364331745","180.25150545763282","180.25150545763282","180.25150545763282","60.3401486925618","60.3401486925618","60.3401486925618","114.7065032585854","114.7065032585854","114.7065032585854","94.36428841135455","94.36428841135455","94.36428841135455","190.2603375715041","190.2603375715041","190.2603375715041"
"128000","207.58366997638467","207.58366997638467","207.58366997638467","81.62335805060383","81.62335805060383","81.62335805060383","167.94194487645123","167.94194487645123","167.94194487645123","171.26958632187046","171.26958632187046","171.26958632187046","142.23905218062518","142.23905218062518","142.23905218062518","163.64764732451513","163.64764732451513","163.64764732451513","85.30426924576355","85.30426924576355","85.30426924576355","106.05247858578184","106.05247858578184","106.05247858578184","136.67543927493313","136.67543927493313","136.67543927493313","109.75129079918608","109.75129079918608","109.75129079918608"
"132000","222.58997197381032","222.58997197381032","222.58997197381032","67.07788896760034","67.07788896760034","67.07788896760034","174.0679508663097","174.0679508663097","174.0679508663097","197.89843989416852","197.89843989416852","197.89843989416852","221.34978445486522","221.34978445486522","221.34978445486522","177.83175386011834","177.83175386011834","177.83175386011834","61.934534199246556","61.934534199246556","61.934534199246556","99.2420999469404","99.2420999469404","99.2420999469404","104.67353062270134","104.67353062270134","104.67353062270134","192.0940626005262","192.0940626005262","192.0940626005262"
"136000","200.14502034705043","200.14502034705043","200.14502034705043","114.71819114543254","114.71819114543254","114.71819114543254","172.96333091531534","172.96333091531534","172.96333091531534","200.43632220541764","200.43632220541764","200.43632220541764","217.35655583100393","217.35655583100393","217.35655583100393","202.034671483686","202.034671483686","202.034671483686","85.22459679536557","85.22459679536557","85.22459679536557","107.78221754315639","107.78221754315639","107.78221754315639","91.10360085118302","91.10360085118302","91.10360085118302","198.34537274046198","198.34537274046198","198.34537274046198"
"140000","206.92979463657736","206.92979463657736","206.92979463657736","109.49586241357449","109.49586241357449","109.49586241357449","165.49430156984187","165.49430156984187","165.49430156984187","157.31121205128971","157.31121205128971","157.31121205128971","197.0918509205101","197.0918509205101","197.0918509205101","175.9099740930893","175.9099740930893","175.9099740930893","58.87868117917337","58.87868117917337","58.87868117917337","128.82311775723707","128.82311775723707","128.82311775723707","118.74976618074761","118.74976618074761","118.74976618074761","196.3741095344041","196.3741095344041","196.3741095344041"
"144000","222.90835253455163","222.90835253455163","222.90835253455163","78.91064720086085","78.91064720086085","78.91064720086085","121.67547312512465","121.67547312512465","121.67547312512465","199.41504489857059","199.41504489857059","199.41504489857059","191.15496402312098","191.15496402312098","191.15496402312098","191.1631651175714","191.1631651175714","191.1631651175714","99.22964735983471","99.22964735983471","99.22964735983471","111.94919071549671","111.94919071549671","111.94919071549671","90.61125465556344","90.61125465556344","90.61125465556344","199.66084758074444","199.66084758074444","199.66084758074444"
"148000","216.67263500724658","216.67263500724658","216.67263500724658","115.66379436831286","115.66379436831286","115.66379436831286","86.20236170275464","86.20236170275464","86.20236170275464","182.9103747025464","182.9103747025464","182.9103747025464","124.54969772839226","124.54969772839226","124.54969772839226","162.8056232162491","162.8056232162491","162.8056232162491","101.58047472511737","101.58047472511737","101.58047472511737","141.7747884097346","141.7747884097346","141.7747884097346","119.22189909874592","119.22189909874592","119.22189909874592","185.63308223029202","185.63308223029202","185.63308223029202"
"152000","220.69684564461113","220.69684564461113","220.69684564461113","92.5284462371951","92.5284462371951","92.5284462371951","167.35700998965717","167.35700998965717","167.35700998965717","176.09123136414723","176.09123136414723","176.09123136414723","137.58651414443383","137.58651414443383","137.58651414443383","205.930770207864","205.930770207864","205.930770207864","91.97723572992062","91.97723572992062","91.97723572992062","112.4354673241908","112.4354673241908","112.4354673241908","94.50792866896548","94.50792866896548","94.50792866896548","180.7093363193347","180.7093363193347","180.7093363193347"
"156000","210.72298361835288","210.72298361835288","210.72298361835288","125.15232991688185","125.15232991688185","125.15232991688185","167.54373649586438","167.54373649586438","167.54373649586438","175.21816633152514","175.21816633152514","175.21816633152514","104.01519188695559","104.01519188695559","104.01519188695559","187.29589615131619","187.29589615131619","187.29589615131619","73.06750951489133","73.06750951489133","73.06750951489133","113.10457017620043","113.10457017620043","113.10457017620043","101.74091437831872","101.74091437831872","101.74091437831872","173.31501174145188","173.31501174145188","173.31501174145188"
"160000","213.50619839902274","213.50619839902274","213.50619839902274","95.15244457269257","95.15244457269257","95.15244457269257","178.50504171687618","178.50504171687618","178.50504171687618","196.6746827649171","196.6746827649171","196.6746827649171","103.29383982342651","103.29383982342651","103.29383982342651","197.9066988711482","197.9066988711482","197.9066988711482","173.93443351119282","173.93443351119282","173.93443351119282","118.24357417782157","118.24357417782157","118.24357417782157","140.30936553095927","140.30936553095927","140.30936553095927","158.07717859937435","158.07717859937435","158.07717859937435"
"164000","223.62286440398424","223.62286440398424","223.62286440398424","140.8601049281995","140.8601049281995","140.8601049281995","133.67049315519736","133.67049315519736","133.67049315519736","199.13211686721854","199.13211686721854","199.13211686721854","136.20086443607494","136.20086443607494","136.20086443607494","178.53242116470236","178.53242116470236","178.53242116470236","140.25835494311428","140.25835494311428","140.25835494311428","109.14697076173812","109.14697076173812","109.14697076173812","131.16069535670076","131.16069535670076","131.16069535670076","180.66813123178198","180.66813123178198","180.66813123178198"
"168000","208.847290745444","208.847290745444","208.847290745444","93.35191809239105","93.35191809239105","93.35191809239105","185.41475286166897","185.41475286166897","185.41475286166897","208.01766127141187","208.01766127141187","208.01766127141187","159.74933766795326","159.74933766795326","159.74933766795326","155.30456331999136","155.30456331999136","155.30456331999136","56.115678684905845","56.115678684905845","56.115678684905845","115.04680005028032","115.04680005028032","115.04680005028032","134.1211322319376","134.1211322319376","134.1211322319376","187.42499137018996","187.42499137018996","187.42499137018996"
"172000","212.66750919689116","212.66750919689116","212.66750919689116","108.31977636752376","108.31977636752376","108.31977636752376","145.5138461634387","145.5138461634387","145.5138461634387","189.58270162642503","189.58270162642503","189.58270162642503","204.45236559292886","204.45236559292886","204.45236559292886","199.69112359752734","199.69112359752734","199.69112359752734","65.67559714700464","65.67559714700464","65.67559714700464","156.5494949181647","156.5494949181647","156.5494949181647","92.09871186728151","92.09871186728151","92.09871186728151","116.47198560645685","116.47198560645685","116.47198560645685"
"176000","210.76396020215353","210.76396020215353","210.76396020215353","86.35768985731588","86.35768985731588","86.35768985731588","123.77494583554096","123.77494583554096","123.77494583554096","205.0878402961436","205.0878402961436","205.0878402961436","210.11808033942944","210.11808033942944","210.11808033942944","182.4531960319889","182.4531960319889","182.4531960319889","105.83471877210374","105.83471877210374","105.83471877210374","139.85803911158118","139.85803911158118","139.85803911158118","106.02699907239268","106.02699907239268","106.02699907239268","187.66262566385936","187.66262566385936","187.66262566385936"
