"Step","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_TAAC_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"40000","69.66393942807947","69.66393942807947","69.66393942807947","89.08701007416676","89.08701007416676","89.08701007416676","78.91371761011854","78.91371761011854","78.91371761011854","76.2900860177826","76.2900860177826","76.2900860177826","67.16074906738129","67.16074906738129","67.16074906738129","38.58351462965693","38.58351462965693","38.58351462965693","138.7140492561927","138.7140492561927","138.7140492561927","47.16604634058312","47.16604634058312","47.16604634058312","33.50490967991627","33.50490967991627","33.50490967991627","132.35593650070047","132.35593650070047","132.35593650070047"
"44000","72.26929838337296","72.26929838337296","72.26929838337296","101.22947692028778","101.22947692028778","101.22947692028778","59.290983038487454","59.290983038487454","59.290983038487454","67.21696603447836","67.21696603447836","67.21696603447836","34.62719228351307","34.62719228351307","34.62719228351307","67.1060099040781","67.1060099040781","67.1060099040781","60.80744605508156","60.80744605508156","60.80744605508156","13.613397483048914","13.613397483048914","13.613397483048914","42.38656903795774","42.38656903795774","42.38656903795774","123.00220861016926","123.00220861016926","123.00220861016926"
"48000","71.43913532553265","71.43913532553265","71.43913532553265","4.140265369501742","4.140265369501742","4.140265369501742","19.629829679078334","19.629829679078334","19.629829679078334","81.88038672748631","81.88038672748631","81.88038672748631","87.66187391536164","87.66187391536164","87.66187391536164","54.61627849758163","54.61627849758163","54.61627849758163","26.67530931961706","26.67530931961706","26.67530931961706","14.4757160484169","14.4757160484169","14.4757160484169","57.802597198221896","57.802597198221896","57.802597198221896","97.23569313938734","97.23569313938734","97.23569313938734"
"52000","72.46646187146743","72.46646187146743","72.46646187146743","6.849582762880063","6.849582762880063","6.849582762880063","35.68407289346693","35.68407289346693","35.68407289346693","92.26220941462263","92.26220941462263","92.26220941462263","190.13902464666884","190.13902464666884","190.13902464666884","50.208710064362684","50.208710064362684","50.208710064362684","69.64451138327789","69.64451138327789","69.64451138327789","55.86053235791087","55.86053235791087","55.86053235791087","111.1404170216966","111.1404170216966","111.1404170216966","148.09206848537397","148.09206848537397","148.09206848537397"
"56000","105.9979813128906","105.9979813128906","105.9979813128906","16.52681485775255","16.52681485775255","16.52681485775255","51.09903405144799","51.09903405144799","51.09903405144799","89.32326240036471","89.32326240036471","89.32326240036471","211.3397296358155","211.3397296358155","211.3397296358155","88.10573360224343","88.10573360224343","88.10573360224343","107.12446018025878","107.12446018025878","107.12446018025878","51.207755040226786","51.207755040226786","51.207755040226786","80.29191690788036","80.29191690788036","80.29191690788036","150.03159573271716","150.03159573271716","150.03159573271716"
"60000","93.39163035655665","93.39163035655665","93.39163035655665","8.617777168296792","8.617777168296792","8.617777168296792","73.3148478145369","73.3148478145369","73.3148478145369","89.32644277427873","89.32644277427873","89.32644277427873","196.53799425646406","196.53799425646406","196.53799425646406","101.01098016311394","101.01098016311394","101.01098016311394","152.06777972644176","152.06777972644176","152.06777972644176","62.87312239763479","62.87312239763479","62.87312239763479","55.64422286826648","55.64422286826648","55.64422286826648","161.89945489531752","161.89945489531752","161.89945489531752"
"64000","76.66790751327264","76.66790751327264","76.66790751327264","30.38006976165483","30.38006976165483","30.38006976165483","46.74791968260992","46.74791968260992","46.74791968260992","84.34717745132471","84.34717745132471","84.34717745132471","189.774525570324","189.774525570324","189.774525570324","124.66544824546331","124.66544824546331","124.66544824546331","164.28694076999395","164.28694076999395","164.28694076999395","61.903296421653636","61.903296421653636","61.903296421653636","89.85681022981342","89.85681022981342","89.85681022981342","104.21466820867965","104.21466820867965","104.21466820867965"
"68000","78.05239337688116","78.05239337688116","78.05239337688116","36.65347828018422","36.65347828018422","36.65347828018422","155.8583524717555","155.8583524717555","155.8583524717555","93.70366009699818","93.70366009699818","93.70366009699818","205.8777073320388","205.8777073320388","205.8777073320388","153.0852047507096","153.0852047507096","153.0852047507096","131.73639981170976","131.73639981170976","131.73639981170976","54.62761456297591","54.62761456297591","54.62761456297591","49.362338391856376","49.362338391856376","49.362338391856376","152.30271482859675","152.30271482859675","152.30271482859675"
"72000","79.78757268263912","79.78757268263912","79.78757268263912","10.96548223635327","10.96548223635327","10.96548223635327","132.14558838423312","132.14558838423312","132.14558838423312","121.17544454129911","121.17544454129911","121.17544454129911","206.64638943909185","206.64638943909185","206.64638943909185","174.87037029212428","174.87037029212428","174.87037029212428","84.60561481138555","84.60561481138555","84.60561481138555","79.39221410845326","79.39221410845326","79.39221410845326","67.16060150641697","67.16060150641697","67.16060150641697","112.28763778009098","112.28763778009098","112.28763778009098"
"76000","80.49502656499736","80.49502656499736","80.49502656499736","27.81238097810691","27.81238097810691","27.81238097810691","120.2689977306494","120.2689977306494","120.2689977306494","95.0613738209095","95.0613738209095","95.0613738209095","126.0573250282047","126.0573250282047","126.0573250282047","150.01452120494952","150.01452120494952","150.01452120494952","158.50780264967142","158.50780264967142","158.50780264967142","74.69995671007933","74.69995671007933","74.69995671007933","64.09699624068743","64.09699624068743","64.09699624068743","30.35428559030504","30.35428559030504","30.35428559030504"
"80000","140.80551750371788","140.80551750371788","140.80551750371788","96.38908228632877","96.38908228632877","96.38908228632877","130.9245955174876","130.9245955174876","130.9245955174876","59.455454739382716","59.455454739382716","59.455454739382716","213.8143637238004","213.8143637238004","213.8143637238004","149.63633333763318","149.63633333763318","149.63633333763318","144.84848496678939","144.84848496678939","144.84848496678939","73.66313296813675","73.66313296813675","73.66313296813675","82.18237775137861","82.18237775137861","82.18237775137861","71.93471991356503","71.93471991356503","71.93471991356503"
"84000","145.1705846889774","145.1705846889774","145.1705846889774","54.97151042205489","54.97151042205489","54.97151042205489","24.81756345208749","24.81756345208749","24.81756345208749","107.64293720249259","107.64293720249259","107.64293720249259","174.72925110712885","174.72925110712885","174.72925110712885","161.03960818861765","161.03960818861765","161.03960818861765","155.81207022293873","155.81207022293873","155.81207022293873","62.39741743721587","62.39741743721587","62.39741743721587","154.06198705190607","154.06198705190607","154.06198705190607","88.10219792120563","88.10219792120563","88.10219792120563"
"88000","164.55746820139177","164.55746820139177","164.55746820139177","11.549575840925808","11.549575840925808","11.549575840925808","66.61350770581987","66.61350770581987","66.61350770581987","119.50600898990731","119.50600898990731","119.50600898990731","217.9208198504216","217.9208198504216","217.9208198504216","158.98061339529465","158.98061339529465","158.98061339529465","148.44654841448207","148.44654841448207","148.44654841448207","71.54256759941906","71.54256759941906","71.54256759941906","134.69618794785947","134.69618794785947","134.69618794785947","178.47749814974344","178.47749814974344","178.47749814974344"
"92000","55.75512110584551","55.75512110584551","55.75512110584551","55.69646045919247","55.69646045919247","55.69646045919247","126.92588409515206","126.92588409515206","126.92588409515206","128.03401074879284","128.03401074879284","128.03401074879284","137.02158144498372","137.02158144498372","137.02158144498372","183.64911066822472","183.64911066822472","183.64911066822472","148.3828074711817","148.3828074711817","148.3828074711817","69.38616426232373","69.38616426232373","69.38616426232373","140.11725475208078","140.11725475208078","140.11725475208078","182.352568237455","182.352568237455","182.352568237455"
"96000","78.48143319846452","78.48143319846452","78.48143319846452","63.82280413657643","63.82280413657643","63.82280413657643","195.9493650482391","195.9493650482391","195.9493650482391","121.0271508478969","121.0271508478969","121.0271508478969","191.6265488401121","191.6265488401121","191.6265488401121","200.3071206043415","200.3071206043415","200.3071206043415","68.99689126102679","68.99689126102679","68.99689126102679","73.22964901243652","73.22964901243652","73.22964901243652","92.96092907242641","92.96092907242641","92.96092907242641","150.49422900096744","150.49422900096744","150.49422900096744"
"100000","60.33051447305693","60.33051447305693","60.33051447305693","139.19310731261962","139.19310731261962","139.19310731261962","205.2472157528914","205.2472157528914","205.2472157528914","59.44376661341207","59.44376661341207","59.44376661341207","228.47837780994624","228.47837780994624","228.47837780994624","162.8122237474375","162.8122237474375","162.8122237474375","61.54635646415598","61.54635646415598","61.54635646415598","77.61714336708872","77.61714336708872","77.61714336708872","121.2724113504069","121.2724113504069","121.2724113504069","177.33931263185931","177.33931263185931","177.33931263185931"
"104000","71.49995470771708","71.49995470771708","71.49995470771708","48.07159803759646","48.07159803759646","48.07159803759646","146.77412423383853","146.77412423383853","146.77412423383853","67.72867138615109","67.72867138615109","67.72867138615109","275.2162112350775","275.2162112350775","275.2162112350775","179.5464588339588","179.5464588339588","179.5464588339588","93.83445548944493","93.83445548944493","93.83445548944493","174.0672539842039","174.0672539842039","174.0672539842039","88.50158284857626","88.50158284857626","88.50158284857626","163.53343971374156","163.53343971374156","163.53343971374156"
"108000","74.42922464855164","74.42922464855164","74.42922464855164","117.33154676884524","117.33154676884524","117.33154676884524","216.05766658356887","216.05766658356887","216.05766658356887","90.56618125031552","90.56618125031552","90.56618125031552","266.6826373064862","266.6826373064862","266.6826373064862","182.44556543576826","182.44556543576826","182.44556543576826","141.72845689691826","141.72845689691826","141.72845689691826","77.55186522073784","77.55186522073784","77.55186522073784","89.32528864678841","89.32528864678841","89.32528864678841","176.3603864067677","176.3603864067677","176.3603864067677"
"112000","92.44416977172162","92.44416977172162","92.44416977172162","139.23298041000425","139.23298041000425","139.23298041000425","195.57296728468867","195.57296728468867","195.57296728468867","104.12851370673434","104.12851370673434","104.12851370673434","227.3218665382614","227.3218665382614","227.3218665382614","101.16504210027219","101.16504210027219","101.16504210027219","99.94248115477667","99.94248115477667","99.94248115477667","77.68199244359222","77.68199244359222","77.68199244359222","65.58677517458935","65.58677517458935","65.58677517458935","182.46400344206992","182.46400344206992","182.46400344206992"
"116000","84.41895941357475","84.41895941357475","84.41895941357475","116.24111878866708","116.24111878866708","116.24111878866708","163.9008573364832","163.9008573364832","163.9008573364832","123.6105169241537","123.6105169241537","123.6105169241537","236.12709568185014","236.12709568185014","236.12709568185014","151.6126529577071","151.6126529577071","151.6126529577071","125.01240740511216","125.01240740511216","125.01240740511216","74.25980429291761","74.25980429291761","74.25980429291761","96.53016206333677","96.53016206333677","96.53016206333677","161.12609541157732","161.12609541157732","161.12609541157732"
"120000","71.90325773227026","71.90325773227026","71.90325773227026","106.40371164921719","106.40371164921719","106.40371164921719","180.93787478619134","180.93787478619134","180.93787478619134","168.05043022130334","168.05043022130334","168.05043022130334","253.99032149252267","253.99032149252267","253.99032149252267","122.79663240445079","122.79663240445079","122.79663240445079","136.12849451523888","136.12849451523888","136.12849451523888","76.96844697632102","76.96844697632102","76.96844697632102","119.6904861472348","119.6904861472348","119.6904861472348","186.00666758993307","186.00666758993307","186.00666758993307"
"124000","107.77327238054552","107.77327238054552","107.77327238054552","125.63057784581841","125.63057784581841","125.63057784581841","243.16038856608253","243.16038856608253","243.16038856608253","183.6344683671852","183.6344683671852","183.6344683671852","243.9033969073883","243.9033969073883","243.9033969073883","114.48774794233111","114.48774794233111","114.48774794233111","107.361434046717","107.361434046717","107.361434046717","135.53132019936265","135.53132019936265","135.53132019936265","159.10622936876172","159.10622936876172","159.10622936876172","199.16862142873202","199.16862142873202","199.16862142873202"
"128000","75.3066006880405","75.3066006880405","75.3066006880405","118.90475403625751","118.90475403625751","118.90475403625751","238.76837567392857","238.76837567392857","238.76837567392857","196.88168026509095","196.88168026509095","196.88168026509095","270.7205146225316","270.7205146225316","270.7205146225316","124.68403035370709","124.68403035370709","124.68403035370709","142.99076591298132","142.99076591298132","142.99076591298132","153.96673452124296","153.96673452124296","153.96673452124296","151.77717940805616","151.77717940805616","151.77717940805616","143.3342749819795","143.3342749819795","143.3342749819795"
"132000","181.33610852284065","181.33610852284065","181.33610852284065","135.22094435859086","135.22094435859086","135.22094435859086","225.15281082708907","225.15281082708907","225.15281082708907","199.75558860851956","199.75558860851956","199.75558860851956","248.87731131107142","248.87731131107142","248.87731131107142","155.0758504940633","155.0758504940633","155.0758504940633","50.79966533385094","50.79966533385094","50.79966533385094","160.1721837425311","160.1721837425311","160.1721837425311","169.7230199169298","169.7230199169298","169.7230199169298","180.86953706996542","180.86953706996542","180.86953706996542"
"136000","185.19645756340273","185.19645756340273","185.19645756340273","135.04820769915787","135.04820769915787","135.04820769915787","225.87683108597784","225.87683108597784","225.87683108597784","179.28213422054517","179.28213422054517","179.28213422054517","144.64572990573623","144.64572990573623","144.64572990573623","143.52111878209976","143.52111878209976","143.52111878209976","111.5316109126469","111.5316109126469","111.5316109126469","81.7631238606314","81.7631238606314","81.7631238606314","180.48989391807837","180.48989391807837","180.48989391807837","159.40869026369776","159.40869026369776","159.40869026369776"
"140000","165.02273856173397","165.02273856173397","165.02273856173397","116.891042636421","116.891042636421","116.891042636421","193.36499302080747","193.36499302080747","193.36499302080747","209.14983196944772","209.14983196944772","209.14983196944772","274.91003694810433","274.91003694810433","274.91003694810433","153.64289478395636","153.64289478395636","153.64289478395636","117.09714291824396","117.09714291824396","117.09714291824396","79.39989847097482","79.39989847097482","79.39989847097482","162.2807256172091","162.2807256172091","162.2807256172091","110.31716605415485","110.31716605415485","110.31716605415485"
"144000","183.43966755073833","183.43966755073833","183.43966755073833","140.6728960317942","140.6728960317942","140.6728960317942","266.0741846593632","266.0741846593632","266.0741846593632","206.58934084005006","206.58934084005006","206.58934084005006","272.3948939314647","272.3948939314647","272.3948939314647","85.51406048691712","85.51406048691712","85.51406048691712","146.4924985258039","146.4924985258039","146.4924985258039","45.43939163643043","45.43939163643043","45.43939163643043","174.47941295248916","174.47941295248916","174.47941295248916","81.44606852485981","81.44606852485981","81.44606852485981"
"148000","192.17312742146927","192.17312742146927","192.17312742146927","134.17376610393868","134.17376610393868","134.17376610393868","163.5110211845841","163.5110211845841","163.5110211845841","191.0386478023285","191.0386478023285","191.0386478023285","266.49545579408704","266.49545579408704","266.49545579408704","153.01611600917073","153.01611600917073","153.01611600917073","159.87636222206496","159.87636222206496","159.87636222206496","73.17642716507162","73.17642716507162","73.17642716507162","155.71480608916403","155.71480608916403","155.71480608916403","165.46698121776427","165.46698121776427","165.46698121776427"
"152000","178.44040043521062","178.44040043521062","178.44040043521062","151.91458625400327","151.91458625400327","151.91458625400327","231.44720439817303","231.44720439817303","231.44720439817303","179.2676287897532","179.2676287897532","179.2676287897532","257.4923517805623","257.4923517805623","257.4923517805623","140.73808787540204","140.73808787540204","140.73808787540204","137.88778743153568","137.88778743153568","137.88778743153568","85.52342493570275","85.52342493570275","85.52342493570275","140.94452128889105","140.94452128889105","140.94452128889105","188.63511116319333","188.63511116319333","188.63511116319333"
"156000","110.978054637248","110.978054637248","110.978054637248","154.4610855446851","154.4610855446851","154.4610855446851","258.99632540825826","258.99632540825826","258.99632540825826","177.44078130259723","177.44078130259723","177.44078130259723","277.79542355919375","277.79542355919375","277.79542355919375","193.1279209270486","193.1279209270486","193.1279209270486","165.11131987149375","165.11131987149375","165.11131987149375","84.67004032562674","84.67004032562674","84.67004032562674","135.06589559192966","135.06589559192966","135.06589559192966","154.6560961253807","154.6560961253807","154.6560961253807"
"160000","175.38845311885586","175.38845311885586","175.38845311885586","129.65782707614238","129.65782707614238","129.65782707614238","259.63976934769784","259.63976934769784","259.63976934769784","191.24731643990066","191.24731643990066","191.24731643990066","288.89826966088947","288.89826966088947","288.89826966088947","161.57928046507223","161.57928046507223","161.57928046507223","159.9209463976011","159.9209463976011","159.9209463976011","76.72213473655933","76.72213473655933","76.72213473655933","134.77191650634217","134.77191650634217","134.77191650634217","172.57220193975064","172.57220193975064","172.57220193975064"
"164000","182.35919512204327","182.35919512204327","182.35919512204327","124.92472299906169","124.92472299906169","124.92472299906169","224.63910003226562","224.63910003226562","224.63910003226562","193.3519712108135","193.3519712108135","193.3519712108135","279.774112762587","279.774112762587","279.774112762587","172.54691982704156","172.54691982704156","172.54691982704156","133.86374858862524","133.86374858862524","133.86374858862524","100.12657566655204","100.12657566655204","100.12657566655204","127.5499414986427","127.5499414986427","127.5499414986427","158.76227007824315","158.76227007824315","158.76227007824315"
"168000","197.19716616369155","197.19716616369155","197.19716616369155","125.62919286371978","125.62919286371978","125.62919286371978","250.6214299117441","250.6214299117441","250.6214299117441","186.09748585670366","186.09748585670366","186.09748585670366","246.6375723363422","246.6375723363422","246.6375723363422","219.6015667330709","219.6015667330709","219.6015667330709","124.70830762090722","124.70830762090722","124.70830762090722","150.8387941625413","150.8387941625413","150.8387941625413","131.77140412124095","131.77140412124095","131.77140412124095","201.4133926567801","201.4133926567801","201.4133926567801"
"172000","189.0063607789893","189.0063607789893","189.0063607789893","156.7845961902256","156.7845961902256","156.7845961902256","258.8289047373394","258.8289047373394","258.8289047373394","215.16317390387493","215.16317390387493","215.16317390387493","242.7506180611162","242.7506180611162","242.7506180611162","231.8763831671734","231.8763831671734","231.8763831671734","105.73821166766311","105.73821166766311","105.73821166766311","97.88530205241591","97.88530205241591","97.88530205241591","187.2522040093069","187.2522040093069","187.2522040093069","186.06384844128448","186.06384844128448","186.06384844128448"
"176000","177.54138513478148","177.54138513478148","177.54138513478148","155.51885526360212","155.51885526360212","155.51885526360212","221.05063307599863","221.05063307599863","221.05063307599863","215.25693453623416","215.25693453623416","215.25693453623416","248.82831874796665","248.82831874796665","248.82831874796665","237.13231612235504","237.13231612235504","237.13231612235504","88.4222359157449","88.4222359157449","88.4222359157449","122.35463666447058","122.35463666447058","122.35463666447058","163.1401194078131","163.1401194078131","163.1401194078131","203.56888128629186","203.56888128629186","203.56888128629186"
