step,DQN_EQL_CliffWalking_0,DQN_EQL_CliffWalking_1,DQN_EQL_CliffWalking_10,DQN_EQL_CliffWalking_11,DQN_EQL_CliffWalking_12,DQN_EQL_CliffWalking_13,DQN_EQL_CliffWalking_14,DQN_EQL_CliffWalking_15,DQN_EQL_CliffWalking_16,DQN_EQL_CliffWalking_17,DQN_EQL_CliffWalking_18,DQN_EQL_CliffWalking_19,DQN_EQL_CliffWalking_2,DQN_EQL_CliffWalking_3,DQN_EQL_CliffWalking_4,DQN_EQL_CliffWalking_5,DQN_EQL_CliffWalking_6,DQN_EQL_CliffWalking_7,DQN_EQL_CliffWalking_8,DQN_EQL_CliffWalking_9,DQN_None_CliffWalking_0,DQN_None_CliffWalking_1,DQN_None_CliffWalking_10,DQN_None_CliffWalking_11,DQN_None_CliffWalking_12,DQN_None_CliffWalking_13,DQN_None_CliffWalking_14,DQN_None_CliffWalking_15,DQN_None_CliffWalking_16,DQN_None_CliffWalking_17,DQN_None_CliffWalking_18,DQN_None_CliffWalking_19,DQN_None_CliffWalking_2,DQN_None_CliffWalking_3,DQN_None_CliffWalking_4,DQN_None_CliffWalking_5,DQN_None_CliffWalking_6,DQN_None_CliffWalking_7,DQN_None_CliffWalking_8,DQN_None_CliffWalking_9,DQN_TempoRL_CliffWalking_0,DQN_TempoRL_CliffWalking_1,DQN_TempoRL_CliffWalking_10,DQN_TempoRL_CliffWalking_11,DQN_TempoRL_CliffWalking_12,DQN_TempoRL_CliffWalking_13,DQN_TempoRL_CliffWalking_14,DQN_TempoRL_CliffWalking_15,DQN_TempoRL_CliffWalking_16,DQN_TempoRL_CliffWalking_17,DQN_TempoRL_CliffWalking_18,DQN_TempoRL_CliffWalking_19,DQN_TempoRL_CliffWalking_2,DQN_TempoRL_CliffWalking_3,DQN_TempoRL_CliffWalking_4,DQN_TempoRL_CliffWalking_5,DQN_TempoRL_CliffWalking_6,DQN_TempoRL_CliffWalking_7,DQN_TempoRL_CliffWalking_8,DQN_TempoRL_CliffWalking_9,DQN_UTE_CliffWalking_0,DQN_UTE_CliffWalking_1,DQN_UTE_CliffWalking_10,DQN_UTE_CliffWalking_11,DQN_UTE_CliffWalking_12,DQN_UTE_CliffWalking_13,DQN_UTE_CliffWalking_14,DQN_UTE_CliffWalking_15,DQN_UTE_CliffWalking_16,DQN_UTE_CliffWalking_17,DQN_UTE_CliffWalking_18,DQN_UTE_CliffWalking_19,DQN_UTE_CliffWalking_2,DQN_UTE_CliffWalking_3,DQN_UTE_CliffWalking_4,DQN_UTE_CliffWalking_5,DQN_UTE_CliffWalking_6,DQN_UTE_CliffWalking_7,DQN_UTE_CliffWalking_8,DQN_UTE_CliffWalking_9
5400,-13.5,-13.0,-14.0,-13.0,-13.0,-15.0,-13.0,-13.5,-14.5,-13.5,-13.0,-13.0,-13.0,-14.0,-13.5,-13.0,-13.5,-57.5,-13.0,-13.5,-100.0,-100.0,-13.0,-100.0,-100.0,-15.0,-15.0,-100.0,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.5,-14.5,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-14.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.5,-13.5,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.5,-15.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0
5600,-14.5,-13.0,-14.0,-13.5,-13.5,-13.5,-13.0,-13.5,-14.5,-13.5,-13.0,-13.0,-13.0,-14.0,-13.5,-13.0,-13.0,-57.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-100.0,-15.0,-15.0,-100.0,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-14.5,-13.5,-56.5,-13.0,-13.0,-13.0,-13.5,-13.0,-14.5,-13.0,-13.0,-56.5,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-58.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
5800,-13.5,-13.0,-14.0,-13.0,-13.5,-13.0,-13.5,-13.5,-14.5,-13.5,-13.0,-13.0,-13.0,-14.0,-13.5,-13.0,-13.0,-57.5,-13.5,-13.5,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-100.0,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-14.5,-13.5,-13.5,-13.0,-13.0,-13.5,-13.0,-13.0,-14.5,-13.0,-13.0,-56.5,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-14.0,-14.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
6000,-13.0,-13.0,-14.5,-13.0,-13.5,-13.5,-13.0,-13.0,-13.0,-14.0,-13.0,-13.0,-13.0,-14.0,-13.0,-13.0,-13.0,-57.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-100.0,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.5,-14.5,-13.5,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-14.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
6200,-13.0,-13.0,-14.0,-14.5,-14.5,-14.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-14.0,-13.0,-13.0,-13.5,-58.0,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-13.0,-100.0,-15.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.5,-14.5,-13.5,-14.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
6400,-13.0,-13.0,-14.5,-13.0,-14.5,-13.5,-13.0,-13.5,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-57.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-13.0,-13.5,-14.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.333333333333334,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
6600,-13.0,-13.0,-14.0,-13.0,-14.5,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.0,-13.0,-13.5,-13.5,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-14.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
6800,-13.0,-13.0,-14.0,-13.0,-14.5,-13.0,-13.0,-13.5,-13.0,-13.5,-13.0,-13.0,-13.0,-14.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.5,-100.0,-100.0,-13.0,-100.0,-100.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-56.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-42.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
7000,-13.0,-13.0,-14.0,-13.0,-14.5,-13.5,-13.0,-13.5,-13.5,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-57.0,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-42.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
7200,-13.0,-13.0,-14.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-57.0,-13.5,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
7400,-13.5,-13.0,-13.0,-14.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-57.0,-13.5,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
7600,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.5,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-57.0,-13.5,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
7800,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-57.0,-13.5,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-19.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
8000,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.5,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
8200,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.5,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-17.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
8400,-13.0,-13.0,-13.0,-13.5,-13.0,-13.5,-13.5,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
8600,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
8800,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-14.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
9000,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
9200,-13.0,-13.5,-13.5,-13.0,-13.5,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-56.5,-13.0,-13.5,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
9400,-13.0,-13.5,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-15.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
9600,-13.0,-13.0,-13.5,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-15.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
9800,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
10000,-13.0,-13.5,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
10200,-13.0,-13.0,-13.5,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-100.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
10400,-13.0,-13.0,-13.5,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
10600,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-57.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
10800,-13.0,-13.0,-13.5,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
11000,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
11200,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
11400,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-56.5,-13.0,-13.0,-13.0,-100.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-100.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
